source,target,synapse_count
720575940613527761,720575940626993694,9.0
720575940613527761,720575940629239934,32.0
720575940613527761,720575940629428215,92.0
720575940613527761,720575940631959097,5.0
720575940613527761,720575940633293025,12.0
720575940613527761,720575940637612974,7.0
720575940613527761,720575940638803790,13.0
720575940613583001,720575940609190866,18.0
720575940613583001,720575940609891886,17.0
720575940613583001,720575940611343054,17.0
720575940613583001,720575940616566133,19.0
720575940613583001,720575940617321243,12.0
720575940613583001,720575940617917760,13.0
720575940613583001,720575940618198721,17.0
720575940613583001,720575940619090785,27.0
720575940613583001,720575940620124028,15.0
720575940613583001,720575940621071203,14.0
720575940613583001,720575940621504269,17.0
720575940613583001,720575940621864965,15.0
720575940613583001,720575940622574532,10.0
720575940613583001,720575940622890509,10.0
720575940613583001,720575940624527091,15.0
720575940613583001,720575940625292606,11.0
720575940613583001,720575940625377688,15.0
720575940613583001,720575940627782148,16.0
720575940613583001,720575940630452388,18.0
720575940613583001,720575940633560545,9.0
720575940613583001,720575940634464869,17.0
720575940613583001,720575940635468991,6.0
720575940613583001,720575940636364133,26.0
720575940613583001,720575940636605530,16.0
720575940613583001,720575940637949161,20.0
720575940613583001,720575940644607854,15.0
720575940613707431,720575940613183717,5.0
720575940613707431,720575940618932763,5.0
720575940613838289,720575940619569835,6.0
720575940613838289,720575940621875821,12.0
720575940613838289,720575940623362698,7.0
720575940613838289,720575940626592387,6.0
720575940613838289,720575940629701737,14.0
720575940613838289,720575940630246364,42.0
720575940614026390,720575940602879404,10.0
720575940614026390,720575940603533246,12.0
720575940614026390,720575940618342966,9.0
720575940614026390,720575940621148660,16.0
720575940614026390,720575940625345328,14.0
720575940614043699,720575940619173592,13.0
720575940614043699,720575940630255813,12.0
720575940614043699,720575940630909970,8.0
720575940614047026,720575940630084352,14.0
720575940614047026,720575940632692051,7.0
720575940614518690,720575940610505006,40.0
720575940614518690,720575940611644529,12.0
720575940614518690,720575940618932763,6.0
720575940614662517,720575940619420838,5.0
720575940614662517,720575940624472334,5.0
720575940614662517,720575940637326967,6.0
720575940614730914,720575940611772083,5.0
720575940614730914,720575940620300308,10.0
720575940614730914,720575940620714150,21.0
720575940614730914,720575940621065301,42.0
720575940614730914,720575940622027222,15.0
720575940614730914,720575940624897516,11.0
720575940614730914,720575940624986919,37.0
720575940614730914,720575940625561406,37.0
720575940614730914,720575940626993694,6.0
720575940614730914,720575940629239934,6.0
720575940614730914,720575940630291767,14.0
720575940614730914,720575940632722771,5.0
720575940614730914,720575940640978048,11.0
720575940614730914,720575940641585627,5.0
720575940614730914,720575940642449909,13.0
720575940614730914,720575940644758308,21.0
720575940614730914,720575940647029044,7.0
720575940614730914,720575940647228468,13.0
720575940614730914,720575940659860609,6.0
720575940614956072,720575940605758142,11.0
720575940614956072,720575940609282825,10.0
720575940614956072,720575940609891886,16.0
720575940614956072,720575940615255993,26.0
720575940614956072,720575940616566133,33.0
720575940614956072,720575940617917760,51.0
720575940614956072,720575940621551854,54.0
720575940614956072,720575940622574532,8.0
720575940614956072,720575940624330281,9.0
720575940614956072,720575940627349860,28.0
720575940614956072,720575940628882450,30.0
720575940614956072,720575940633294796,171.0
720575940614956072,720575940634545890,18.0
720575940614956072,720575940634710629,53.0
720575940614956072,720575940635604581,38.0
720575940614956072,720575940640803200,9.0
720575940614956072,720575940646576436,197.0
720575940615000426,720575940614662517,8.0
720575940615000426,720575940616891958,10.0
720575940615000426,720575940627384049,10.0
720575940615219417,720575940619315888,5.0
720575940615219417,720575940628129129,5.0
720575940615219417,720575940637308605,12.0
720575940615219417,720575940647755641,9.0
720575940615255993,720575940614047026,7.0
720575940615255993,720575940619173592,12.0
720575940615255993,720575940621822043,5.0
720575940615255993,720575940624977930,7.0
720575940615255993,720575940625898121,14.0
720575940615255993,720575940626482521,6.0
720575940615255993,720575940627349860,7.0
720575940615255993,720575940628882450,5.0
720575940615255993,720575940630037036,6.0
720575940615255993,720575940630859791,26.0
720575940615255993,720575940637326967,6.0
720575940615385798,720575940620858606,8.0
720575940615385798,720575940623051544,8.0
720575940615437983,720575940619173592,5.0
720575940615537041,720575940605095346,6.0
720575940615537041,720575940605214636,12.0
720575940615537041,720575940607749077,10.0
720575940615537041,720575940608336514,12.0
720575940615537041,720575940608431625,6.0
720575940615537041,720575940610450418,8.0
720575940615537041,720575940610505006,19.0
720575940615537041,720575940611644529,9.0
720575940615537041,720575940613087218,5.0
720575940615537041,720575940614518690,6.0
720575940615537041,720575940614710509,23.0
720575940615537041,720575940615528678,6.0
720575940615537041,720575940615723314,62.0
720575940615537041,720575940616019899,5.0
720575940615537041,720575940616101789,20.0
720575940615537041,720575940618089851,6.0
720575940615537041,720575940618932763,7.0
720575940615537041,720575940618969758,12.0
720575940615537041,720575940619109915,5.0
720575940615537041,720575940619130096,10.0
720575940615537041,720575940619191966,8.0
720575940615537041,720575940620537153,17.0
720575940615537041,720575940620928647,13.0
720575940615537041,720575940620943969,6.0
720575940615537041,720575940621000831,22.0
720575940615537041,720575940621277790,9.0
720575940615537041,720575940622917381,12.0
720575940615537041,720575940623203805,48.0
720575940615537041,720575940623579063,7.0
720575940615537041,720575940623764967,13.0
720575940615537041,720575940624140424,12.0
720575940615537041,720575940624336647,15.0
720575940615537041,720575940624472334,7.0
720575940615537041,720575940624574100,11.0
720575940615537041,720575940625226506,5.0
720575940615537041,720575940625345328,6.0
720575940615537041,720575940625779642,12.0
720575940615537041,720575940626002575,7.0
720575940615537041,720575940626295562,5.0
720575940615537041,720575940626887080,7.0
720575940615537041,720575940626977947,11.0
720575940615537041,720575940627015196,15.0
720575940615537041,720575940627083397,7.0
